               0.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
               3.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
               6.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
               9.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              12.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              15.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              18.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              21.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              24.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              27.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              30.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              33.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              36.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              39.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              42.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              45.000              0.000000000              0.000000000              0.000000000              0.000000000              0.000000000
              48.000              1.997660279              1.998683572              1.999414802              1.994739890              1.999789357
              51.000             13.975328445             13.986113548             13.993825912             13.944587708             13.997776985
              54.000             55.792003632             55.882827759             55.947868347             55.533969879             55.981224060
              57.000            294.675567627            295.253753662            295.667938232            293.034454346            295.880371094
              60.000            988.523681641            990.912963867            992.625915527            981.753112793            993.504943848
              63.000           2278.862304688           2286.333984375           2291.695800781           2257.734863281           2294.448974609
              66.000           3877.797851562           3895.309814453           3907.891113281           3828.410156250           3914.356201172
              69.000           4971.980468750           5003.316406250           5025.863281250           4883.903320312           5037.460449219
              72.000           5400.599121094           5448.563476562           5483.143066406           5266.377441406           5500.951660156
              75.000           5556.843750000           5622.840332031           5670.523925781           5373.064941406           5695.114746094
              78.000           5455.767578125           5537.269531250           5596.291992188           5229.980468750           5626.774414062
              81.000           5446.429687500           5545.633789062           5617.663574219           5173.202636719           5654.925292969
              84.000           5539.275878906           5658.612792969           5745.493652344           5212.566894531           5790.514160156
              87.000           5350.051269531           5483.018554688           5580.078125000           4988.162597656           5630.456542969
              90.000           5166.224609375           5311.309082031           5417.490722656           4773.659667969           5472.694824219
              93.000           5255.787109375           5420.483886719           5541.338867188           4812.789550781           5604.277343750
              96.000           5305.121093750           5488.592773438           5623.581542969           4814.525390625           5693.997558594
              99.000           5250.022460938           5448.537109375           5594.978027344           4722.300292969           5671.494140625
             102.000           5170.126953125           5382.672363281           5539.887207031           4608.485351562           5622.171875000
             105.000           5155.288085938           5384.748535156           5554.940917969           4552.639160156           5644.172363281
             108.000           5156.775390625           5402.551269531           5585.310546875           4514.926269531           5681.285156250
             111.000           4936.436035156           5188.195312500           5375.910644531           4282.892578125           5474.654785156
             114.000           4842.271972656           5105.410156250           5302.136718750           4163.252441406           5405.796875000
             117.000           4944.045898438           5229.083496094           5442.753906250           4212.864257812           5555.532226562
             120.000           4910.099121094           5210.074707031           5435.562988281           4145.282714844           5554.785644531
             123.000           4843.401367188           5155.638183594           5390.977539062           4052.064208984           5515.620117188
             126.000           4897.219726562           5229.411621094           5480.465820312           4060.302246094           5613.656250000
             129.000           4858.143554688           5204.297363281           5466.616210938           3991.278808594           5606.021484375
             132.000           4739.395996094           5093.468261719           5362.521484375           3858.036132812           5505.751953125
             135.000           4700.572753906           5067.971191406           5347.914062500           3791.532714844           5497.197753906
             138.000           4710.273437500           5094.474121094           5388.005371094           3765.262451172           5544.800292969
